Data da Ingestão,Tipo,Valores,Uso
2023-11-13 12:06:04,Clear,"{'temp': 307.7, 'feels_like': 307.8, 'temp_min': 306.9, 'temp_max': 309.09, 'pressure': 1014, 'humidity': 33}",OpenWeather API
